Unique Id,Code,Origin,Complexity,Severity,Category,Description,Message,InputType,OutputType,File,Line,Column,Lines,SourceCode
198,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSAssign"" does not have any transformation rule to apply.",CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,23,13,1,"            m_App = App"
200,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,23,13,1,"            m_App = App"
202,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,23,13,1,"            m_App = App;"
204,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,23,13,1,"            m_App = App;"
207,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,23,13,1,"            InitializeComponent"
209,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,23,13,1,"            InitializeComponent"
211,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSCall -> CSExpr"" does not have any transformation rule to apply.",CSCall,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,23,13,1,"            InitializeComponent()"
213,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSCall,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,23,13,1,"            InitializeComponent()"
215,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,23,13,1,"            InitializeComponent();"
217,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,23,13,1,"            InitializeComponent();"
219,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,28,10,1,System.Diagnostics.DebuggerNonUserCodeAttribute
221,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,28,10,1,System.Diagnostics.DebuggerNonUserCodeAttribute
223,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSLiteral -> CSExpr"" does not have any transformation rule to apply.",CSLiteral,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.cs,21,29,1,"""'Hello world!'"""
225,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSLiteral,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.cs,21,29,1,"""'Hello world!'"""
227,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSParam -> CSParam"" does not have any transformation rule to apply.",CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,26,50,1,object sender
229,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,26,50,1,object sender
231,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSParam -> CSParam"" does not have any transformation rule to apply.",CSParam,CSParam,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,29,41,1,bool disposing
233,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSParam,CSParam,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,29,41,1,bool disposing
235,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,26,65,1,EventArgs
237,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,26,65,1,EventArgs
239,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSParam -> CSParam"" does not have any transformation rule to apply.",CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,26,65,1,EventArgs e
241,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,26,65,1,EventArgs e
243,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSArg -> CSArg"" does not have any transformation rule to apply.",CSArg,CSArg,F:\HelloWorldVBTest\TestProject\Form1.cs,21,29,1,"""'Hello world!'"""
245,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\TestProject\Form1.cs,21,29,1,"""'Hello world!'"""
247,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.cs,0,0,1,"""Mobilize.Web.MessageBox.Show('Hello world!');"""
249,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.cs,0,0,1,"""Mobilize.Web.MessageBox.Show('Hello world!');"""
251,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSMethod -> CSMethod"" does not have any transformation rule to apply.",CSMethod,CSMethod,F:\HelloWorldVBTest\TestProject\Form1.cs,19,9,5,"""
        private void Button1_Click(dynamic sende, EventArgs e)
        {
           Mobilize.Web.MessageBox.Show(@'Hello world!');
        }"""
253,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSMethod,CSMethod,F:\HelloWorldVBTest\TestProject\Form1.cs,19,9,5,"""
        private void Button1_Click(dynamic sende, EventArgs e)
        {
           Mobilize.Web.MessageBox.Show(@'Hello world!');
        }"""
255,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,21,1,disposing
257,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,21,1,disposing
259,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,35,1,Object
261,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,35,1,Object
263,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExprMemberAccess -> CSExprMemberAccess"" does not have any transformation rule to apply.",CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,35,1,Object.ReferenceEquals
265,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,35,1,Object.ReferenceEquals
267,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,58,1,components
269,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,58,1,components
271,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSArg -> CSArg"" does not have any transformation rule to apply.",CSArg,CSArg,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,58,1,components
273,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,58,1,components
275,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\TestProject\MyProject\MyApplication.cs,24,48,1,WindowsFormsApplicationBase
277,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\TestProject\MyProject\MyApplication.cs,24,48,1,WindowsFormsApplicationBase
279,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSDefault -> CSExpr"" does not have any transformation rule to apply.",CSDefault,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,70,1,default(dynamic)
281,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSDefault,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,70,1,default(dynamic)
283,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSArg -> CSArg"" does not have any transformation rule to apply.",CSArg,CSArg,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,70,1,default(dynamic)
285,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,70,1,default(dynamic)
287,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSCall -> CSExpr"" does not have any transformation rule to apply.",CSCall,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,35,1,"""Object.ReferenceEquals(component, default(dynamic))"""
289,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSCall,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,35,1,"""Object.ReferenceEquals(component, default(dynamic))"""
291,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSNot -> CSExpr"" does not have any transformation rule to apply.",CSNot,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,34,1,"""!Object.ReferenceEquals(component, default(dynamic))"""
293,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSNot,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,34,1,"""!Object.ReferenceEquals(component, default(dynamic))"""
295,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAnd -> CSBinaryOperation"" does not have any transformation rule to apply.",CSAnd,CSBinaryOperation,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,21,1,"""disposing && !Object.ReferenceEquals(component, default(dynamic))"""
297,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAnd,CSBinaryOperation,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,33,21,1,"""disposing && !Object.ReferenceEquals(component, default(dynamic))"""
299,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,35,21,1,"                    components"
301,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,35,21,1,"                    components"
303,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\TestProject\MyProject\MyApplication.cs,29,20,1,AuthenticationMode
305,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\TestProject\MyProject\MyApplication.cs,29,20,1,AuthenticationMode
307,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExprMemberAccess -> CSExprMemberAccess"" does not have any transformation rule to apply.",CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\TestProject\MyProject\MyApplication.cs,29,20,1,AuthenticationMode.Windows
309,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\TestProject\MyProject\MyApplication.cs,29,20,1,AuthenticationMode.Windows
311,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSArg -> CSArg"" does not have any transformation rule to apply.",CSArg,CSArg,F:\HelloWorldVBTest\TestProject\MyProject\MyApplication.cs,29,20,1,AuthenticationMode.Windows
313,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\TestProject\MyProject\MyApplication.cs,29,20,1,AuthenticationMode.Windows
315,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExprMemberAccess -> CSExprMemberAccess"" does not have any transformation rule to apply.",CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,35,21,1,"                    components.Dispose"
317,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,35,21,1,"                    components.Dispose"
319,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSCall -> CSExpr"" does not have any transformation rule to apply.",CSCall,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,35,21,1,"                    components.Dispose()"
321,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSCall,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,35,21,1,"                    components.Dispose()"
323,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,35,21,1,"                    components.Dispose();"
325,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,35,21,1,"                    components.Dispose();"
327,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\TestProject\MyProject\MyApplication.cs,31,17,1,"                this"
329,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\TestProject\MyProject\MyApplication.cs,31,17,1,"                this"
